step,removed_original_index,n_nodes_before,n_nodes_after,coverage_before,coverage_after,delta_coverage,isolated_before,isolated_after,delta_isolated,gcc_before,gcc_after,delta_gcc,removed_lat,removed_lon
0,-1,241,241,0.979253112033195,0.979253112033195,0.0,5,5,0,0.941908713692946,0.941908713692946,0.0,,
1,0,241,240,0.979253112033195,0.9791666666666666,-8.644536652835377e-05,5,5,0,0.941908713692946,0.9416666666666667,-0.00024204702627939056,37.4686136,127.0341042
2,1,240,239,0.9791666666666666,0.9790794979079498,-8.716875871683794e-05,5,5,0,0.9416666666666667,0.9414225941422594,-0.00024407252440727945,37.56863,126.8783
3,2,239,238,0.9790794979079498,0.9789915966386554,-8.790126929436592e-05,5,5,0,0.9414225941422594,0.9411764705882353,-0.00024612355402409136,35.1946958,126.7890349
4,3,238,237,0.9789915966386554,0.9789029535864979,-8.86430521574999e-05,5,5,0,0.9411764705882353,0.9409282700421941,-0.00024820054604113295,36.6352678,126.6836321
5,4,237,236,0.9789029535864979,0.978813559322034,-8.939426446397114e-05,5,5,0,0.9409282700421941,0.940677966101695,-0.0002503039404991858,35.252219,128.6035624
6,5,236,235,0.978813559322034,0.9787234042553191,-9.015506671483653e-05,5,5,0,0.940677966101695,0.9404255319148936,-0.00025243418680132024,35.5222899,129.2915261
7,6,235,234,0.9787234042553191,0.9786324786324786,-9.092562284052086e-05,5,5,0,0.9404255319148936,0.7051282051282052,-0.23529732678668847,35.6481281,128.3985328
8,7,234,233,0.9786324786324786,0.9785407725321889,-9.170610028974568e-05,5,5,0,0.7051282051282052,0.7081545064377682,0.003026301309563051,35.1910129,128.7224132
9,8,233,232,0.9785407725321889,0.978448275862069,-9.249667011990148e-05,5,5,0,0.7081545064377682,0.7112068965517241,0.0030523901139558607,35.4715924,129.2183474
10,9,232,231,0.978448275862069,0.9783549783549783,-9.329750709063944e-05,5,5,0,0.7112068965517241,0.9393939393939394,0.22818704284221536,35.5810598,129.3575334
11,10,231,230,0.9783549783549783,0.9782608695652174,-9.410878976090498e-05,5,5,0,0.9393939393939394,0.9391304347826087,-0.0002635046113307338,35.1116277,126.7814513
12,11,230,229,0.9782608695652174,0.9781659388646288,-9.493070058863573e-05,5,5,0,0.9391304347826087,0.9388646288209607,-0.0002658059616480468,35.1345333,128.5646385
13,12,229,228,0.9781659388646288,0.9780701754385965,-9.576342603223598e-05,5,5,0,0.9388646288209607,0.9385964912280702,-0.0002681375928904606,37.3985573,126.7116293
14,13,228,227,0.9780701754385965,0.9779735682819384,-9.660715665815722e-05,5,5,0,0.9385964912280702,0.9383259911894273,-0.00027050003864292904,36.9767432,126.7060832
15,14,227,226,0.9779735682819384,0.9778761061946902,-9.746208724814576e-05,5,5,0,0.9383259911894273,0.9380530973451328,-0.00027289384429451946,37.5308953,127.2070791
16,15,226,225,0.9778761061946902,0.9777777777777777,-9.83284169124854e-05,5,5,0,0.9380530973451328,0.9377777777777778,-0.0002753195673549369,37.52834,126.9153
17,16,225,224,0.9777777777777777,0.9776785714285714,-9.920634920634885e-05,5,5,0,0.9377777777777778,0.9375,-0.0002777777777778212,35.1459087,128.9877688
18,17,224,223,0.9776785714285714,0.9775784753363229,-0.0001000960922484806,5,5,0,0.9375,0.9372197309417041,-0.0002802690582959233,35.2937322,128.3467079
19,18,223,222,0.9775784753363229,0.9774774774774775,-0.00010099785884543078,5,5,0,0.9372197309417041,0.9369369369369369,-0.00028279400476716177,36.0084201,128.2612201
20,19,222,221,0.9774774774774775,0.9773755656108597,-0.00010191186661778762,5,5,0,0.9369369369369369,0.9366515837104072,-0.0002853532265296721,35.3941248,126.8072014
21,20,221,220,0.9773755656108597,0.9772727272727273,-0.00010283833813240495,5,5,0,0.9366515837104072,0.9363636363636364,-0.0002879473467708449,36.3353824,127.315963
22,21,220,219,0.9772727272727273,0.9771689497716896,-0.00010377750103773842,5,5,0,0.9363636363636364,0.9360730593607306,-0.0002905770029058008,37.2344843,127.583679
23,22,219,218,0.9771689497716896,0.9770642201834863,-0.00010472958820328948,5,5,0,0.9360730593607306,0.9357798165137615,-0.0002932428469690773,35.4636548,129.3341924
24,23,218,217,0.9770642201834863,0.9769585253456221,-0.00010569483786415645,5,5,0,0.9357798165137615,0.9354838709677419,-0.00029594554601963807,37.078393,127.1294332
25,24,217,216,0.9769585253456221,0.9768518518518519,-0.00010667349377024848,5,5,0,0.9354838709677419,0.9351851851851852,-0.00029868578255665135,37.0134984,127.1450114
26,25,216,215,0.9768518518518519,0.9767441860465116,-0.00010766580534027348,5,5,0,0.9351851851851852,0.9348837209302325,-0.00030146425495269913,35.1135046,128.8430507
27,26,215,214,0.9767441860465116,0.9766355140186916,-0.0001086720278199449,5,5,0,0.9348837209302325,0.9345794392523364,-0.00030428167789608995,35.5979927,129.1415454
28,27,214,213,0.9766355140186916,0.9765258215962441,-0.00010969242244751598,5,5,0,0.9345794392523364,0.9342723004694836,-0.0003071387828528227,35.4768887,129.3091983
29,28,213,212,0.9765258215962441,0.9764150943396226,-0.00011072725662153449,5,5,0,0.9342723004694836,0.9339622641509434,-0.00031003631854020774,35.1297255,126.8310233
30,29,212,211,0.9764150943396226,0.976303317535545,-0.00011177680407759016,5,5,0,0.9339622641509434,0.933649289099526,-0.0003129750514173635,37.0521494,127.0795268
31,30,211,210,0.976303317535545,0.9761904761904762,-0.00011284134506883703,5,5,0,0.933649289099526,0.9333333333333333,-0.00031595576619269927,35.5260517,129.3405952
32,31,210,209,0.9761904761904762,0.9760765550239234,-0.00011392116655273288,5,5,0,0.9333333333333333,0.9330143540669856,-0.00031897926634771867,37.4695092,126.4507804
33,32,209,208,0.9760765550239234,0.9759615384615384,-0.00011501656238499525,5,5,0,0.9330143540669856,0.9855769230769231,0.0525625690099375,37.8124697,127.7660694
34,33,208,207,0.9759615384615384,0.9758454106280193,-0.00011612783351910849,5,5,0,0.9855769230769231,0.9855072463768116,-6.96767001114873e-05,36.4275124,127.4179918
35,34,207,206,0.9758454106280193,0.9757281553398058,-0.0001172552882134914,5,5,0,0.9855072463768116,0.9174757281553398,-0.0680315182214718,37.1391006,128.0728572
36,35,206,205,0.9757281553398058,0.975609756097561,-0.00011839924224488207,5,5,0,0.9174757281553398,0.9170731707317074,-0.00040255742363248803,36.2944222,127.4607645
37,36,205,204,0.975609756097561,0.9754901960784313,-0.00011956001912960534,5,5,0,0.9170731707317074,0.9166666666666666,-0.0004065040650407248,35.1228096,128.7258845
38,37,204,203,0.9754901960784313,0.9753694581280788,-0.00012073795035250079,5,5,0,0.9166666666666666,0.916256157635468,-0.0004105090311986581,36.9547096,127.0607048
39,38,203,202,0.9753694581280788,0.9752475247524752,-0.00012193337560362227,5,5,0,0.916256157635468,0.9158415841584159,-0.0004145734770520937,36.7825015,126.492827
40,39,202,201,0.9752475247524752,0.9751243781094527,-0.000123146643022487,5,5,0,0.9158415841584159,0.9154228855721394,-0.00041869858627652246,35.8698743,127.1074556
41,40,201,200,0.9751243781094527,0.975,-0.00012437810945276073,5,5,0,0.9154228855721394,0.915,-0.0004228855721393199,37.1757574,127.0863884
42,41,200,199,0.975,0.9748743718592965,-0.00012562814070349315,5,5,0,0.915,0.914572864321608,-0.00042713567839203215,36.738731,126.9660427
43,42,199,198,0.9748743718592965,0.9747474747474747,-0.00012689711182178876,5,5,0,0.914572864321608,0.9141414141414141,-0.0004314501801938597,37.5452327,127.17054
44,43,198,197,0.9747474747474747,0.9746192893401016,-0.0001281854073731381,5,5,0,0.9141414141414141,0.9137055837563451,-0.0004358303850690026,35.1085556,126.8669914
45,44,197,196,0.9746192893401016,0.9744897959183674,-0.00012949342173418366,5,5,0,0.9137055837563451,0.9132653061224489,-0.0004402776338962022,36.7122123,127.533689
46,45,196,195,0.9744897959183674,0.9743589743589743,-0.00013082155939303508,5,5,0,0.9132653061224489,0.9128205128205128,-0.00044479330193614164,36.70725,127.4407
47,46,195,194,0.9743589743589743,0.9742268041237113,-0.0001321702352630183,5,5,0,0.9128205128205128,0.9123711340206185,-0.0004493787998942622,35.9520171,127.1260899
48,47,194,193,0.9742268041237113,0.9740932642487047,-0.00013353987500663855,5,5,0,0.9123711340206185,0.9119170984455959,-0.0004540355750226599,35.8352893,128.4932838
49,48,193,192,0.9740932642487047,0.9739583333333334,-0.00013493091537131185,5,5,0,0.9119170984455959,0.9166666666666666,0.004749568221070755,37.4295482,129.1832966
50,49,192,191,0.9739583333333334,0.9738219895287958,-0.00013634380453753092,5,5,0,0.9166666666666666,0.9162303664921466,-0.00043630017452001013,34.8309429,127.6861653
51,50,191,190,0.9738219895287958,0.9736842105263158,-0.00013777900248002073,5,5,0,0.9162303664921466,0.9157894736842105,-0.00044089280793613295,36.5024224,127.2628202
52,51,190,189,0.9736842105263158,0.9735449735449735,-0.00013923698134232776,5,5,0,0.9157894736842105,0.9153439153439153,-0.00044555834029513797,36.9887691,127.945108
53,52,189,188,0.9735449735449735,0.973404255319149,-0.00014071822582450988,5,5,0,0.9153439153439153,0.9148936170212766,-0.0004502983226387647,37.5819876,126.8530206
54,53,188,187,0.973404255319149,0.9732620320855615,-0.00014222323358747957,5,5,0,0.9148936170212766,0.9144385026737968,-0.0004551143474798014,34.8946468,128.5875152
55,54,187,186,0.9732620320855615,0.9731182795698925,-0.0001437525156690045,5,5,0,0.9144385026737968,0.9139784946236559,-0.0004600080501409032,37.4223413,127.1586809
56,55,186,185,0.9731182795698925,0.972972972972973,-0.00014530659691947,5,5,0,0.9139784946236559,0.9135135135135135,-0.00046498111014237065,36.3970891,127.3465152
57,56,185,184,0.972972972972973,0.9728260869565217,-0.0001468860164512975,5,5,0,0.9135135135135135,0.9130434782608695,-0.0004700352526439966,37.438542,126.6205176
58,57,184,183,0.9728260869565217,0.9726775956284153,-0.00014849132810645926,5,5,0,0.9130434782608695,0.8743169398907104,-0.03872653837015916,35.2385492,126.8667548
59,58,183,182,0.9726775956284153,0.9725274725274725,-0.00015012310094275616,5,5,0,0.8743169398907104,0.8736263736263736,-0.0006905662643367227,35.3029088,129.0100666
60,59,182,181,0.9725274725274725,0.9723756906077348,-0.0001517819197377479,5,5,0,0.8736263736263736,0.8729281767955801,-0.0006981968307935293,37.4987381,126.6620496
61,60,181,180,0.9723756906077348,0.9666666666666667,-0.005709023941068092,5,6,1,0.8729281767955801,0.8722222222222222,-0.0007059545733578698,35.2395473,128.7032033
62,61,180,179,0.9666666666666667,0.9664804469273743,-0.00018621973929233704,6,6,0,0.8722222222222222,0.8715083798882681,-0.0007138423339541067,37.5730125,126.8291992
63,62,179,178,0.9664804469273743,0.9606741573033708,-0.0058062896240035355,6,7,1,0.8715083798882681,0.8707865168539326,-0.0007218630343355237,34.89104,128.4717194
64,63,178,177,0.9606741573033708,0.96045197740113,-0.00022217990224082662,7,7,0,0.8707865168539326,0.8587570621468926,-0.012029454707039977,35.953939,126.7162358
65,64,177,176,0.96045197740113,0.9602272727272727,-0.00022470467385726778,7,7,0,0.8587570621468926,0.8579545454545454,-0.0008025166923472105,35.9427162,128.5410675
66,65,176,175,0.9602272727272727,0.9542857142857143,-0.005941558441558414,7,8,1,0.8579545454545454,0.8571428571428571,-0.0008116883116883189,35.7384468,126.7239253
67,66,175,174,0.9542857142857143,0.9482758620689655,-0.006009852216748768,8,9,1,0.8571428571428571,0.8563218390804598,-0.0008210180623973162,36.4182099,128.1930277
68,67,174,173,0.9482758620689655,0.9479768786127167,-0.0002989834562487914,9,9,0,0.8563218390804598,0.8554913294797688,-0.0008305096006909762,36.3597725,127.290511
69,68,173,172,0.9479768786127167,0.9476744186046512,-0.0003024600080655526,9,9,0,0.8554913294797688,0.8546511627906976,-0.0008401666890711645,37.0213548,127.4842428
70,69,172,171,0.9476744186046512,0.9473684210526316,-0.0003059975520195435,9,9,0,0.8546511627906976,0.8538011695906432,-0.0008499932000544108,36.4465493,127.8686
71,70,171,170,0.9473684210526316,0.9470588235294117,-0.00030959752321990663,9,9,0,0.8538011695906432,0.8529411764705882,-0.0008599931200550248,37.4386746,126.8942405
72,71,170,169,0.9470588235294117,0.9467455621301775,-0.0003132613992342659,9,9,0,0.8529411764705882,0.5739644970414202,-0.27897667942916804,36.1546428,128.4160014
73,72,169,168,0.9467455621301775,0.9464285714285714,-0.000316990701606068,9,9,0,0.5739644970414202,0.5773809523809523,0.003416455339532165,37.7099183,128.7176602
74,73,168,167,0.9464285714285714,0.9461077844311377,-0.000320786997433653,9,9,0,0.5773809523809523,0.5748502994011976,-0.002530652979754744,36.4690852,127.2672061
75,74,167,166,0.9461077844311377,0.9457831325301205,-0.00032465190101726993,9,9,0,0.5748502994011976,0.5783132530120482,0.003462953610850583,35.3288247,129.2015288
76,75,166,165,0.9457831325301205,0.9454545454545454,-0.0003285870755750375,9,9,0,0.5783132530120482,0.5757575757575758,-0.002555677254472366,36.4073257,127.422195
77,76,165,164,0.9454545454545454,0.9451219512195121,-0.00033259423503329,9,9,0,0.5757575757575758,0.573170731707317,-0.002586844050258774,36.6204857,127.387335
78,77,164,163,0.9451219512195121,0.9447852760736196,-0.0003366751458925288,9,9,0,0.573170731707317,0.5766871165644172,0.003516384857100152,35.1910129,128.7224132
79,78,163,162,0.9447852760736196,0.9444444444444444,-0.0003408316291751978,9,9,0,0.5766871165644172,0.6296296296296297,0.05294251306521247,37.3356498,127.8583167
80,79,162,161,0.9444444444444444,0.9440993788819876,-0.0003450655624568366,9,9,0,0.6296296296296297,0.6273291925465838,-0.0023004370830458365,37.0545444,127.6019924
81,80,161,160,0.9440993788819876,0.94375,-0.00034937888198760536,9,9,0,0.6273291925465838,0.625,-0.0023291925465838137,37.2867068,127.0793846
82,81,160,159,0.94375,0.9433962264150944,-0.0003537735849056256,9,9,0,0.625,0.6226415094339622,-0.002358490566037763,37.0005035,127.2802107
83,82,159,158,0.9433962264150944,0.9430379746835443,-0.0003582517315500189,9,9,0,0.6226415094339622,0.620253164556962,-0.002388344877000237,37.0196121,127.481121
84,83,158,157,0.9430379746835443,0.9363057324840764,-0.006732242199467886,9,10,1,0.620253164556962,0.6242038216560509,0.003950657099088928,35.183698,128.0400494
85,84,157,156,0.9363057324840764,0.9358974358974359,-0.00040829658664054413,10,10,0,0.6242038216560509,0.6217948717948718,-0.0024089498611791216,37.296052,126.7935074
86,85,156,155,0.9358974358974359,0.935483870967742,-0.00041356492969391034,10,10,0,0.6217948717948718,0.6193548387096774,-0.0024400330851943597,36.7990834,127.7758812
87,86,155,154,0.935483870967742,0.935064935064935,-0.0004189359028069495,10,10,0,0.6193548387096774,0.6168831168831169,-0.0024717218265605245,37.1993267,126.8312715
88,87,154,153,0.935064935064935,0.934640522875817,-0.0004244121891180397,10,10,0,0.6168831168831169,0.6209150326797386,0.0040319157966216546,35.2260218,128.9136647
89,88,153,152,0.934640522875817,0.9342105263157895,-0.0004299965600275124,10,10,0,0.6209150326797386,0.618421052631579,-0.002493980048159594,37.8221715,127.7604215
90,89,152,151,0.9342105263157895,0.9337748344370861,-0.00043569187870340365,10,10,0,0.618421052631579,0.6225165562913907,0.004095503659811706,35.4828938,129.3577649
91,90,151,150,0.9337748344370861,0.9333333333333333,-0.00044150110375273943,10,10,0,0.6225165562913907,0.62,-0.0025165562913906925,35.9428307,127.0083064
92,91,150,149,0.9333333333333333,0.9328859060402684,-0.0004474272930649059,10,10,0,0.62,0.6174496644295302,-0.002550335570469797,37.1378807,126.9248792
93,92,149,148,0.9328859060402684,0.9324324324324325,-0.0004534736078359858,10,10,0,0.6174496644295302,0.6148648648648649,-0.0025847995646652855,36.8553216,127.1808206
94,93,148,147,0.9324324324324325,0.9319727891156463,-0.00045964331678616244,10,10,0,0.6148648648648649,0.6122448979591837,-0.002619966905681226,36.9416502,127.1944624
95,94,147,146,0.9319727891156463,0.9315068493150684,-0.00046593980057785256,10,10,0,0.6122448979591837,0.6095890410958904,-0.002655856863293282,36.8480181,126.8574637
96,95,146,145,0.9315068493150684,0.9379310344827586,0.006424185167690166,10,9,-1,0.6095890410958904,0.6068965517241379,-0.0026924893717524823,38.2176098,128.5633879
97,96,145,144,0.9379310344827586,0.9375,-0.0004310344827586077,9,9,0,0.6068965517241379,0.6041666666666666,-0.002729885057471293,36.8172949,127.1120898
98,97,144,143,0.9375,0.9370629370629371,-0.0004370629370629153,9,9,0,0.6041666666666666,0.6013986013986014,-0.0027680652680652784,36.8384866,126.5838225
99,98,143,142,0.9370629370629371,0.9366197183098591,-0.00044321875307795633,9,9,0,0.6013986013986014,0.5985915492957746,-0.0028070521028267237,37.2933955,127.2219831
100,99,142,141,0.9366197183098591,0.9361702127659575,-0.00044950554390166264,9,9,0,0.5985915492957746,0.5957446808510638,-0.002846868444710826,36.9454591,126.9138476
101,100,141,140,0.9361702127659575,0.9357142857142857,-0.0004559270516717451,9,9,0,0.5957446808510638,0.5928571428571429,-0.002887537993920941,37.4695092,126.4507804
102,101,140,139,0.9357142857142857,0.935251798561151,-0.000462487153134683,9,9,0,0.5928571428571429,0.5899280575539568,-0.0029290853031860298,37.5643408,126.9756125
103,102,139,138,0.935251798561151,0.9347826086956522,-0.00046918986549882025,9,9,0,0.5899280575539568,0.5869565217391305,-0.0029715358148263427,37.3316459,127.8502765
104,103,138,137,0.9347826086956522,0.9343065693430657,-0.0004760393525865547,9,9,0,0.5869565217391305,0.583941605839416,-0.0030149158997144765,36.5294523,127.502552
105,104,137,136,0.9343065693430657,0.9338235294117647,-0.0004830399313009437,9,9,0,0.583941605839416,0.5808823529411765,-0.003059252898239495,36.8693962,127.4627139
106,105,136,135,0.9338235294117647,0.9333333333333333,-0.0004901960784313708,9,9,0,0.5808823529411765,0.5777777777777777,-0.003104575163398793,36.9746153,126.7057485
107,106,135,134,0.9333333333333333,0.9328358208955224,-0.0004975124378109319,9,9,0,0.5777777777777777,0.582089552238806,0.0043117744610282616,37.4585136,129.1743974
108,107,134,133,0.9328358208955224,0.9323308270676691,-0.000504993827853295,9,9,0,0.582089552238806,0.5864661654135338,0.004376613174727817,36.0182199,128.4294771
109,108,133,132,0.9323308270676691,0.9318181818181819,-0.0005126452494872424,9,9,0,0.5864661654135338,0.5909090909090909,0.004442925495557137,35.222256,128.6427811
110,109,132,131,0.9318181818181819,0.9312977099236641,-0.00052047189451776,9,9,0,0.5909090909090909,0.5954198473282443,0.004510756419153328,36.1309455,128.1621134
111,110,131,130,0.9312977099236641,0.9307692307692308,-0.0005284791544333256,9,9,0,0.5954198473282443,0.5923076923076923,-0.0031121550205519544,37.0184684,127.1319762
112,111,130,129,0.9307692307692308,0.9302325581395349,-0.0005366726296959223,9,9,0,0.5923076923076923,0.5968992248062015,0.004591532498509188,35.1971838,129.205511
113,112,129,128,0.9302325581395349,0.9296875,-0.0005450581395348708,9,9,0,0.5968992248062015,0.6015625,0.0046632751937984995,35.1121128,126.8403825
114,113,128,127,0.9296875,0.9212598425196851,-0.008427657480314932,9,10,1,0.6015625,0.6062992125984252,0.00473671259842523,35.8413308,129.165555
115,114,127,126,0.9212598425196851,0.9206349206349207,-0.0006249218847643734,10,10,0,0.6062992125984252,0.6031746031746031,-0.003124609423822089,36.717825,127.3476175
